Substances,,occupation/transformation,,amount-notused,unit-notused,,amount,unit
Raw,(unspecified),"Occupation, forest, extensive, BB",,4.65942099,m2a,,4.65942E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, BD",,1.17457660,m2a,,1.17458E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, BE",,2.25535706,m2a,,2.25536E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, BF",,3.72498133,m2a,,3.72498E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, BG",,1.02321534,m2a,,1.02322E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, BH",,8.72771545,m2a,,8.72772E-17,m2a
Raw,(unspecified),"Occupation, forest, extensive, BI",,5.04660102,m2a,,5.0466E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, BJ",,5.00102309,m2a,,5.00102E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, BM",,1.76660798,m2a,,1.77E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, BN",,5.20725821,m2a,,5.20726E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, BO",,2.73082521,m2a,,2.73083E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, BR",,2.36452047,m2a,,2.36452E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, BS",,2.04039030,m2a,,2.04039E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, BT",,6.38866298,m2a,,6.38866E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, BV",,1.76660798,m2a,,1.77E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, BW",,3.92946708,m2a,,3.92947E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, BY",,1.50736164,m2a,,1.50736E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, BZ",,1.00832940,m2a,,1.00833E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, CA",,1.10835122,m2a,,1.10835E-17,m2a
Raw,(unspecified),"Occupation, forest, extensive, CC",,5.18674866,m2a,,5.18675E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, CD",,1.48963366,m2a,,1.48963E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, CF",,6.28704138,m2a,,6.28704E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, CG",,1.57358692,m2a,,1.57359E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, CH",,9.73049763,m2a,,9.7305E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, CI",,2.68441961,m2a,,2.68442E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, CK",,3.43118777,m2a,,3.43119E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, CL",,2.02422595,m2a,,2.02423E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, CM",,4.26722432,m2a,,4.26722E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, CN",,1.02193962,m2a,,1.02194E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, CO",,1.19043851,m2a,,1.19044E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, CR",,3.36267805,m2a,,3.36268E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, CS",,5.13121430,m2a,,5.13121E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, CU",,3.18710299,m2a,,3.1871E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, CV",,7.03239755,m2a,,7.0324E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, CX",,5.18674866,m2a,,5.18675E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, CY",,1.32083668,m2a,,1.32084E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, CZ",,2.22239251,m2a,,2.22239E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, DE",,2.21417846,m2a,,2.21418E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, DJ",,6.43003567,m2a,,6.43004E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, DK",,1.83157321,m2a,,1.83157E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, DM",,1.94576835,m2a,,1.94577E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, DO",,5.11590090,m2a,,5.1159E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, DZ",,1.39937680,m2a,,1.39938E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, EC",,2.53102619,m2a,,2.53103E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, EE",,1.09120915,m2a,,1.09121E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, EG",,7.68475313,m2a,,7.68475E-17,m2a
Raw,(unspecified),"Occupation, forest, extensive, EH",,9.89446001,m2a,,9.89446E-17,m2a
Raw,(unspecified),"Occupation, forest, extensive, ER",,8.37817825,m2a,,8.37818E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, ES",,3.43430598,m2a,,3.43431E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, ET",,1.58537276,m2a,,1.58537E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, FI",,7.25089531,m2a,,7.2509E-17,m2a
Raw,(unspecified),"Occupation, forest, extensive, FJ",,4.99110388,m2a,,4.9911E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, FK",,7.02043544,m2a,,7.02044E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, FM",,1.76660798,m2a,,1.77E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, FO",,8.61339599,m2a,,8.6134E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, FR",,7.88949625,m2a,,7.8895E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, GA",,2.37730452,m2a,,2.3773E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, GB",,1.76945015,m2a,,1.76945E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, GD",,1.72630003,m2a,,1.7263E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, GE",,2.35059524,m2a,,2.3506E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, GF",,2.03986895,m2a,,2.03987E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, GH",,1.97543233,m2a,,1.97543E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, GI",,2.50872619,m2a,,2.50873E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, GL",,2.17818850,m2a,,2.17819E-17,m2a
Raw,(unspecified),"Occupation, forest, extensive, GM",,6.20242304,m2a,,6.20242E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, GN",,1.91016890,m2a,,1.91017E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, GP",,1.80118409,m2a,,1.80118E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, GQ",,5.53543495,m2a,,5.53543E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, GR",,3.46674164,m2a,,3.46674E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, GS",,1.76660798,m2a,,1.77E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, GT",,1.45976995,m2a,,1.45977E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, GU",,2.62618732,m2a,,2.62619E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, GW",,1.03741004,m2a,,1.03741E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, GY",,2.55770064,m2a,,2.5577E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, HK",,1.02193962,m2a,,1.02194E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, HM",,1.76660798,m2a,,1.77E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, HN",,1.34105311,m2a,,1.34105E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, HR",,1.47262318,m2a,,1.47262E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, HT",,4.84522230,m2a,,4.84522E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, HU",,2.69893667,m2a,,2.69894E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, ID",,9.48074744,m2a,,9.48075E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, IE",,1.42729756,m2a,,1.4273E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, IL",,9.35013370,m2a,,9.35013E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, IM",,1.36632980,m2a,,1.36633E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, IN",,2.72428845,m2a,,2.72429E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, IO",,1.62714799,m2a,,1.62715E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, IQ",,2.21501640,m2a,,2.21502E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, IR",,5.80366067,m2a,,5.80366E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, IS",,8.02596038,m2a,,8.02596E-17,m2a
Raw,(unspecified),"Occupation, forest, extensive, IT",,2.72290171,m2a,,2.7229E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, JE",,2.29665082,m2a,,2.29665E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, JM",,1.27911508,m2a,,1.27912E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, JO",,3.93162135,m2a,,3.93162E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, JP",,4.13514493,m2a,,4.13514E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, KE",,2.19172792,m2a,,2.19173E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, KG",,5.78876406,m2a,,5.78876E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, KH",,2.93149102,m2a,,2.93149E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, KI",,1.07919807,m2a,,1.0792E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, KM",,1.81797957,m2a,,1.81798E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, KN",,1.05898787,m2a,,1.05899E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, KP",,5.90334883,m2a,,5.90335E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, KR",,1.26782614,m2a,,1.26783E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, KW",,8.58285856,m2a,,8.58286E-17,m2a
Raw,(unspecified),"Occupation, forest, extensive, KY",,1.36843681,m2a,,1.36844E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, KZ",,1.66156329,m2a,,1.66156E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, LA",,5.36704656,m2a,,5.36705E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, LB",,3.05261263,m2a,,3.05261E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, LC",,1.62678259,m2a,,1.62678E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, LI",,1.12813022,m2a,,1.12813E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, LK",,3.77060836,m2a,,3.77061E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, LR",,5.67263571,m2a,,5.67264E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, LS",,2.69907594,m2a,,2.69908E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, LT",,1.33746388,m2a,,1.33746E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, LU",,2.13615279,m2a,,2.13615E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, LV",,1.09120915,m2a,,1.09121E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, LY",,5.37863253,m2a,,5.37863E-17,m2a
Raw,(unspecified),"Occupation, forest, extensive, MA",,9.00534356,m2a,,9.00534E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, MC",,2.34505182,m2a,,2.34505E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, MD",,1.69228396,m2a,,1.69228E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, ME",,2.13757575,m2a,,2.13758E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, MG",,1.43829096,m2a,,1.43829E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, MH",,1.76660798,m2a,,1.77E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, MK",,1.41124276,m2a,,1.41124E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, ML",,1.88370394,m2a,,1.8837E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, MM",,3.54832233,m2a,,3.54832E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, MN",,1.45861343,m2a,,1.45861E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, MO",,3.21527945,m2a,,3.21528E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, MP",,2.62618732,m2a,,2.62619E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, MQ",,1.76624534,m2a,,1.76625E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, MR",,1.09224942,m2a,,1.09225E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, MS",,1.59648904,m2a,,1.59649E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, MT",,4.24233333,m2a,,4.24233E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, MU",,7.27681133,m2a,,7.27681E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, MV",,1.62714799,m2a,,1.62715E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, MW",,2.54074278,m2a,,2.54074E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, MX",,6.63754019,m2a,,6.63754E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, MY",,9.73893971,m2a,,9.73894E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, MZ",,1.04776310,m2a,,1.04776E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, NA",,6.72154377,m2a,,6.72154E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, NC",,3.26646022,m2a,,3.26646E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, NE",,1.30449856,m2a,,1.3045E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, NF",,6.56926754,m2a,,6.56927E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, NG",,1.47215673,m2a,,1.47216E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, NI",,1.14968286,m2a,,1.14968E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, NL",,2.29655906,m2a,,2.29656E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, NO",,7.93597700,m2a,,7.93598E-17,m2a
Raw,(unspecified),"Occupation, forest, extensive, NP",,4.26553544,m2a,,4.26554E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, NR",,1.76660798,m2a,,1.76661E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, NU",,2.66290002,m2a,,2.6629E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, NZ",,4.79224256,m2a,,4.79224E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, OM",,3.00338770,m2a,,3.00339E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, PA",,3.25816714,m2a,,3.25817E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, PE",,6.96136058,m2a,,6.96136E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, PF",,3.44539084,m2a,,3.44539E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, PG",,1.49632431,m2a,,1.49632E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, PH",,2.51557180,m2a,,2.51557E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, PK",,4.81231380,m2a,,4.81231E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, PL",,2.16146261,m2a,,2.16146E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, PM",,1.76660798,m2a,,1.76661E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, PR",,1.08702966,m2a,,1.08703E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, PS",,2.06709150,m2a,,2.06709E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, PT",,7.86979137,m2a,,7.86979E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, PW",,2.23191079,m2a,,2.23191E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, PY",,1.32782196,m2a,,1.32782E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, QA",,7.43850234,m2a,,7.4385E-17,m2a
Raw,(unspecified),"Occupation, forest, extensive, RAF",,1.76660798,m2a,,1.77E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, RAS",,1.76660798,m2a,,1.77E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, RE",,7.27681133,m2a,,7.27681E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, RER",,1.76660798,m2a,,1.77E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, RLA",,1.76660798,m2a,,1.77E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, RNA",,1.76660798,m2a,,1.77E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, RO",,3.89950161,m2a,,3.8995E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, RS",,5.13121430,m2a,,5.13121E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, RU",,1.09621709,m2a,,1.09622E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, RW",,8.86797852,m2a,,8.86798E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, SA",,1.27438106,m2a,,1.27438E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, SB",,3.85050246,m2a,,3.8505E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, SC",,3.70355934,m2a,,3.70356E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, SD",,2.47422293,m2a,,2.47422E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, SE",,8.38073877,m2a,,8.38074E-17,m2a
Raw,(unspecified),"Occupation, forest, extensive, SG",,1.06749448,m2a,,1.06749E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, SH",,6.14772109,m2a,,6.14772E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, SI",,1.01885504,m2a,,1.01886E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, SJ",,1.49216043,m2a,,1.49216E-17,m2a
Raw,(unspecified),"Occupation, forest, extensive, SK",,4.48511028,m2a,,4.48511E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, SL",,4.11871976,m2a,,4.11872E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, SM",,2.34505182,m2a,,2.34505E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, SN",,4.05738911,m2a,,4.05739E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, SO",,1.00382382,m2a,,1.00382E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, SR",,2.17373562,m2a,,2.17374E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, SS",,2.47422293,m2a,,2.47422E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, ST",,1.23504479,m2a,,1.23504E-12,m2a
Raw,(unspecified),"Occupation, forest, extensive, SV",,1.29434699,m2a,,1.29435E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, SY",,9.34566657,m2a,,9.34567E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, SZ",,2.20034883,m2a,,2.20035E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, TC",,2.01807961,m2a,,2.01808E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, TD",,1.61364325,m2a,,1.61364E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, TF",,1.76660798,m2a,,1.77E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, TG",,9.78580605,m2a,,9.78581E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, TH",,3.08482402,m2a,,3.08482E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, TJ",,6.01372674,m2a,,6.01373E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, TK",,1.76660798,m2a,,1.76661E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, TL",,1.76660798,m2a,,1.76661E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, TM",,2.61530950,m2a,,2.61531E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, TN",,5.03887381,m2a,,5.03887E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, TO",,2.66290002,m2a,,2.6629E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, TR",,1.67590475,m2a,,1.6759E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, TT",,1.07005410,m2a,,1.07005E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, TV",,4.04426755,m2a,,4.04427E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, TW",,3.83870037,m2a,,3.8387E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, TZ",,2.96877666,m2a,,2.96878E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, UA",,2.38455375,m2a,,2.38455E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, UG",,3.18767872,m2a,,3.18768E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, UM",,1.76660798,m2a,,1.76661E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, UN-OCEANIA",,1.76660798,m2a,,1.77E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, US",,8.02819680,m2a,,8.0282E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, UY",,1.24777819,m2a,,1.24778E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, UZ",,2.73420416,m2a,,2.7342E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, VA",,2.72290171,m2a,,2.7229E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, VC",,1.32884157,m2a,,1.32884E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, VE",,5.16900778,m2a,,5.16901E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, VG",,9.73771158,m2a,,9.73771E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, VI",,1.50223428,m2a,,1.50223E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, VN",,5.53785905,m2a,,5.53786E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, VU",,1.99149202,m2a,,1.99149E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, WF",,5.79203673,m2a,,5.79204E-14,m2a
Raw,(unspecified),"Occupation, forest, extensive, WS",,1.48655614,m2a,,1.48656E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, YE",,7.67968827,m2a,,7.67969E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, YT",,1.81797957,m2a,,1.81798E-13,m2a
Raw,(unspecified),"Occupation, forest, extensive, ZA",,4.56173745,m2a,,4.56174E-15,m2a
Raw,(unspecified),"Occupation, forest, extensive, ZM",,8.50877723,m2a,,8.50878E-16,m2a
Raw,(unspecified),"Occupation, forest, extensive, ZW",,9.18356582,m2a,,9.18357E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive",,2.76762009,m2a,,2.77E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, AD",,1.18826922,m2a,,1.18827E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, AE",,1.61831906,m2a,,1.61832E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, AF",,5.44624746,m2a,,5.44625E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, AG",,1.47522479,m2a,,1.47522E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, AI",,9.02252939,m2a,,9.02253E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, AL",,1.00994633,m2a,,1.00995E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, AM",,3.72154073,m2a,,3.72154E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, AO",,9.04124763,m2a,,9.04125E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, AQ",,2.76762009,m2a,,2.77E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, AR",,1.06847341,m2a,,1.06847E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, AS",,3.07188755,m2a,,3.07189E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, AT",,1.98639587,m2a,,1.9864E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, AU",,1.86433635,m2a,,1.86434E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, AW",,1.42506684,m2a,,1.42507E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, AZ",,3.45895550,m2a,,3.45896E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, BA",,1.94285642,m2a,,1.94286E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, BB",,8.45201366,m2a,,8.45201E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, BD",,1.73025705,m2a,,1.73026E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, BE",,2.73127636,m2a,,2.73128E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, BF",,3.93995251,m2a,,3.93995E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, BG",,2.30256469,m2a,,2.30256E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, BH",,1.10983054,m2a,,1.10983E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, BI",,5.97486498,m2a,,5.97486E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, BJ",,5.53433056,m2a,,5.53433E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, BM",,2.76762009,m2a,,2.77E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, BN",,7.39226262,m2a,,7.39226E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, BO",,3.22386549,m2a,,3.22387E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, BR",,3.33363934,m2a,,3.33364E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, BS",,4.06704423,m2a,,4.06704E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, BT",,9.07816997,m2a,,9.07817E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, BV",,2.76762009,m2a,,2.77E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, BW",,4.49960827,m2a,,4.49961E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, BY",,1.74206936,m2a,,1.74207E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, BZ",,1.68017623,m2a,,1.68018E-14,m2a
Raw,(unspecified),"Occupation, forest, intensive, CA",,7.31160892,m2a,,7.31161E-17,m2a
Raw,(unspecified),"Occupation, forest, intensive, CC",,8.84074953,m2a,,8.84075E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, CD",,1.80352865,m2a,,1.80353E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, CF",,6.86164232,m2a,,6.86164E-16,m2a
Raw,(unspecified),"Occupation, forest, intensive, CG",,1.96915459,m2a,,1.96915E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, CH",,1.95544806,m2a,,1.95545E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, CI",,3.15348830,m2a,,3.15349E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, CK",,7.06082290,m2a,,7.06082E-13,m2a
Raw,(unspecified),"Occupation, forest, intensive, CL",,2.64252191,m2a,,2.64252E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, clear-cutting",,2.76762009,m2a,,2.77E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, CM",,5.70653092,m2a,,5.70653E-15,m2a
Raw,(unspecified),"Occupation, forest, intensive, CN",,1.42253960,m2a,,1.42254E-15,m2a
