Substances,,occupation/transformation,,amount-notused,unit-notused,,amount,unit
Raw,(unspecified),"Occupation, grassland/pasture/meadow, EC",,3.40667499,m2a,,3.40667E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, EE",,1.08936032,m2a,,1.08936E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, EG",,8.28424326,m2a,,8.28424E-17,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, EH",,1.08581653,m2a,,1.08582E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, ER",,9.95202123,m2a,,9.95202E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, ES",,7.08546469,m2a,,7.08546E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, ET",,1.85842415,m2a,,1.85842E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, FI",,6.82125147,m2a,,6.82125E-17,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, FJ",,1.05998230,m2a,,1.05998E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, FK",,7.41123893,m2a,,7.41124E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, FM",,2.49090266,m2a,,2.4909E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, FO",,1.90700928,m2a,,1.90701E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, FR",,1.35434539,m2a,,1.35435E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, GA",,3.00087054,m2a,,3.00087E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, GB",,2.52279094,m2a,,2.52279E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, GD",,3.02658399,m2a,,3.02658E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, GE",,3.60735911,m2a,,3.60736E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, GF",,2.53425255,m2a,,2.53425E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, GH",,2.25435411,m2a,,2.25435E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, GI",,4.45498517,m2a,,4.45499E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, GL",,2.53770894,m2a,,2.53771E-17,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, GM",,6.79161284,m2a,,6.79161E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, GN",,2.18608896,m2a,,2.18609E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, GP",,3.29187378,m2a,,3.29187E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, GQ",,7.88398704,m2a,,7.88399E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, GR",,6.27751896,m2a,,6.27752E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, GS",,2.49090266,m2a,,2.4909E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, GT",,1.90348331,m2a,,1.90348E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, GU",,4.41419375,m2a,,4.41419E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, GW",,1.17366171,m2a,,1.17366E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, GY",,3.26412214,m2a,,3.26412E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, HK",,1.30271957,m2a,,1.30272E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, HM",,2.49090266,m2a,,2.4909E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, HN",,1.67957367,m2a,,1.67957E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, HR",,2.42281438,m2a,,2.42281E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, HT",,7.39644880,m2a,,7.39645E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, HU",,2.82172831,m2a,,2.82173E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, ID",,1.19692703,m2a,,1.19693E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, IE",,1.94531027,m2a,,1.94531E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, IL",,1.45647317,m2a,,1.45647E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, IM",,1.75747495,m2a,,1.75747E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, IN",,3.77633539,m2a,,3.77634E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, IO",,3.17687177,m2a,,3.17687E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, IQ",,2.65454602,m2a,,2.65455E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, IR",,7.88380951,m2a,,7.88381E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, IS",,8.85307568,m2a,,8.85308E-17,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, IT",,4.68243508,m2a,,4.68244E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, JE",,2.27278288,m2a,,2.27278E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, JM",,2.05747259,m2a,,2.05747E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, JO",,5.69414128,m2a,,5.69414E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, JP",,6.89579730,m2a,,6.8958E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, KE",,2.62525831,m2a,,2.62526E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, KG",,8.91612159,m2a,,8.91612E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, KH",,3.80646378,m2a,,3.80646E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, KI",,2.10755239,m2a,,2.10755E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, KM",,2.56791204,m2a,,2.56791E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, KN",,1.92110077,m2a,,1.9211E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, KP",,7.48443514,m2a,,7.48444E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, KR",,1.65281590,m2a,,1.65282E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, KW",,1.03737066,m2a,,1.03737E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, KY",,1.96967110,m2a,,1.96967E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, KZ",,2.01561613,m2a,,2.01562E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, LA",,6.49475788,m2a,,6.49476E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, LB",,5.00869975,m2a,,5.0087E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, LC",,2.85113775,m2a,,2.85114E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, LI",,1.85006133,m2a,,1.85006E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, LK",,2.67573878,m2a,,2.67574E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, LR",,6.35758073,m2a,,6.35758E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, LS",,3.92552573,m2a,,3.92553E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, LT",,1.30471695,m2a,,1.30472E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, LU",,2.20113372,m2a,,2.20113E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, LV",,1.08936032,m2a,,1.08936E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, LY",,5.90436943,m2a,,5.90437E-17,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, MA",,1.20717353,m2a,,1.20717E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, MC",,4.10160910,m2a,,4.10161E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, MD",,1.65903444,m2a,,1.65903E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, ME",,3.48467186,m2a,,3.48467E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, MG",,1.88198435,m2a,,1.88198E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, MH",,2.49090266,m2a,,2.4909E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, MK",,2.32880745,m2a,,2.32881E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, ML",,1.96007561,m2a,,1.96008E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, MM",,4.49617177,m2a,,4.49617E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, MN",,1.59082665,m2a,,1.59083E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, MO",,4.04023457,m2a,,4.04023E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, MP",,4.41419375,m2a,,4.41419E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, MQ",,3.09202185,m2a,,3.09202E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, MR",,1.13388201,m2a,,1.13388E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, MS",,2.89323382,m2a,,2.89323E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, MT",,7.41981507,m2a,,7.41982E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, MU",,9.44269648,m2a,,9.4427E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, MV",,3.17687177,m2a,,3.17687E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, MW",,3.08528699,m2a,,3.08529E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, MX",,9.20329370,m2a,,9.20329E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, MY",,1.31304517,m2a,,1.31305E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, MZ",,1.33719126,m2a,,1.33719E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, NA",,9.09283553,m2a,,9.09284E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, NC",,4.41274704,m2a,,4.41275E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, NE",,1.34910391,m2a,,1.3491E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, NF",,2.49090266,m2a,,2.4909E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, NG",,1.84314999,m2a,,1.84315E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, NI",,1.51327803,m2a,,1.51328E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, NL",,2.27274191,m2a,,2.27274E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, NO",,9.26663722,m2a,,9.26664E-17,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, NP",,5.39512493,m2a,,5.39512E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, NR",,2.49090266,m2a,,2.4909E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, NU",,5.14870624,m2a,,5.14871E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, NZ",,8.75603622,m2a,,8.75604E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, OM",,3.97357364,m2a,,3.97357E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, PA",,3.49766112,m2a,,3.49766E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, PE",,8.45370928,m2a,,8.45371E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, PF",,1.35185774,m2a,,1.35186E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, PG",,2.24727236,m2a,,2.24727E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, PH",,3.75037449,m2a,,3.75037E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, PK",,5.72076298,m2a,,5.72076E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, PL",,2.63657283,m2a,,2.63657E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, PM",,2.49090266,m2a,,2.4909E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, PR",,1.77744630,m2a,,1.77745E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, PS",,3.27649365,m2a,,3.27649E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, PT",,2.75173307,m2a,,2.75173E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, PW",,3.93496764,m2a,,3.93497E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, PY",,1.41602920,m2a,,1.41603E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, QA",,8.64333074,m2a,,8.64333E-17,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, RAF",,2.49090266,m2a,,2.4909E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, RAS",,2.49090266,m2a,,2.4909E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, RE",,9.44269648,m2a,,9.4427E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, RER",,2.49090266,m2a,,2.4909E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, RLA",,2.49090266,m2a,,2.4909E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, RNA",,2.49090266,m2a,,2.4909E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, RO",,5.52440011,m2a,,5.5244E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, RS",,5.70309441,m2a,,5.70309E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, RU",,1.22050852,m2a,,1.22051E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, RW",,1.01446623,m2a,,1.01447E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, SA",,1.54747438,m2a,,1.54747E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, SB",,6.05388923,m2a,,6.05389E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, SC",,5.45628990,m2a,,5.45629E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, SD",,2.64400845,m2a,,2.64401E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, SE",,8.39920674,m2a,,8.39921E-17,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, SG",,1.42811194,m2a,,1.42811E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, SH",,1.20150762,m2a,,1.20151E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, SI",,1.57428271,m2a,,1.57428E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, SJ",,1.78355579,m2a,,1.78356E-17,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, SK",,7.07007981,m2a,,7.07008E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, SL",,4.63180863,m2a,,4.63181E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, SM",,4.10160910,m2a,,4.10161E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, SN",,4.28317521,m2a,,4.28318E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, SO",,1.10071511,m2a,,1.10072E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, SR",,2.79588633,m2a,,2.79589E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, SS",,2.64400845,m2a,,2.64401E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, ST",,2.13370157,m2a,,2.1337E-12,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, SV",,1.62439437,m2a,,1.62439E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, SY",,1.40584341,m2a,,1.40584E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, SZ",,3.43843737,m2a,,3.43844E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, TC",,3.39136600,m2a,,3.39137E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, TD",,1.68260056,m2a,,1.6826E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, TF",,2.49090266,m2a,,2.4909E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, TG",,1.08951661,m2a,,1.08952E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, TH",,4.02551179,m2a,,4.02551E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, TJ",,8.49440202,m2a,,8.4944E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, TK",,2.49090266,m2a,,2.4909E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, TL",,2.49090266,m2a,,2.4909E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, TM",,3.79906258,m2a,,3.79906E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, TN",,6.73572726,m2a,,6.73573E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, TO",,5.14870624,m2a,,5.14871E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, TR",,2.79211925,m2a,,2.79212E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, TT",,1.94620276,m2a,,1.9462E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, TV",,7.89799936,m2a,,7.898E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, TW",,6.31170644,m2a,,6.31171E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, TZ",,3.54302901,m2a,,3.54303E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, UA",,3.31443681,m2a,,3.31444E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, UG",,3.62862137,m2a,,3.62862E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, UM",,2.49090266,m2a,,2.4909E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, UN-OCEANIA",,2.49090266,m2a,,2.4909E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, US",,1.11781313,m2a,,1.11781E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, UY",,1.32685742,m2a,,1.32686E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, UZ",,3.84009121,m2a,,3.84009E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, VA",,4.68243508,m2a,,4.68244E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, VC",,2.31500872,m2a,,2.31501E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, VE",,7.59828308,m2a,,7.59828E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, VG",,1.70464186,m2a,,1.70464E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, VI",,2.71296809,m2a,,2.71297E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, VN",,6.82269634,m2a,,6.8227E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, VU",,3.22712512,m2a,,3.22713E-14,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, WF",,1.23656407,m2a,,1.23656E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, WS",,2.58348427,m2a,,2.58348E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, YE",,1.13024071,m2a,,1.13024E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, YT",,2.56791204,m2a,,2.56791E-13,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, ZA",,7.91840630,m2a,,7.91841E-15,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, ZM",,9.55890622,m2a,,9.55891E-16,m2a
Raw,(unspecified),"Occupation, grassland/pasture/meadow, ZW",,1.14957323,m2a,,1.14957E-15,m2a
Raw,(unspecified),"Occupation, heterogeneous, agricultural",,2.48999165,m2a,,2.48999E-15,m2a
Raw,(unspecified),"Occupation, industrial area",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, industrial area, benthos",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, industrial area, built up",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, industrial area, vegetation",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, mineral extraction site",,2.76155314,m2a,,2.76155E-15,m2a
Raw,(unspecified),"Occupation, pasture, man made",,2.49090266,m2a,,2.4909E-15,m2a
Raw,(unspecified),"Occupation, pasture, man made, extensive",,2.29937127,m2a,,2.29937E-15,m2a
Raw,(unspecified),"Occupation, pasture, man made, intensive",,2.49090266,m2a,,2.4909E-15,m2a
Raw,(unspecified),"Occupation, pasture, man made, organic",,2.29937127,m2a,,2.29937E-15,m2a
Raw,(unspecified),"Occupation, permanent crop",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, AD",,7.54665623,m2a,,7.54666E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, AE",,1.40348504,m2a,,1.40349E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, AF",,4.50336241,m2a,,4.50336E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, AG",,1.00633488,m2a,,1.00633E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, AI",,6.32834526,m2a,,6.32835E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, AL",,7.95082308,m2a,,7.95082E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, AM",,2.67178157,m2a,,2.67178E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, AO",,8.28756697,m2a,,8.28757E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, AQ",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, AR",,9.96205618,m2a,,9.96206E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, AS",,2.07501393,m2a,,2.07501E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, AT",,1.27642727,m2a,,1.27643E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, AU",,1.46757867,m2a,,1.46758E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, AW",,1.06565451,m2a,,1.06565E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, AZ",,2.55561706,m2a,,2.55562E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, BA",,1.39834054,m2a,,1.39834E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, BB",,5.92169075,m2a,,5.92169E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, BD",,1.13961808,m2a,,1.13962E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, BE",,1.76065949,m2a,,1.76066E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, BF",,3.67409570,m2a,,3.6741E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, BG",,1.45334239,m2a,,1.45334E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, BH",,9.63055215,m2a,,9.63055E-17,m2a
Raw,(unspecified),"Occupation, permanent crop, BI",,5.14383277,m2a,,5.14383E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, BJ",,5.03640722,m2a,,5.03641E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, BM",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, BN",,5.83546701,m2a,,5.83547E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, BO",,2.93186148,m2a,,2.93186E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, BR",,2.79608134,m2a,,2.79608E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, BS",,2.79362699,m2a,,2.79363E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, BT",,6.85970518,m2a,,6.85971E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, BV",,2.18002030,m2a,,2.18002E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, BW",,4.09600347,m2a,,4.096E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, BY",,1.15036348,m2a,,1.15036E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, BZ",,1.26117891,m2a,,1.26118E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, CA",,1.06527640,m2a,,1.06528E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, CC",,6.54505753,m2a,,6.54506E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, CD",,1.55609900,m2a,,1.5561E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, CF",,6.31664365,m2a,,6.31664E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, CG",,1.67096851,m2a,,1.67097E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, CH",,1.25790845,m2a,,1.25791E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, CI",,2.73375591,m2a,,2.73376E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, CK",,4.79437499,m2a,,4.79437E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, CL",,2.32998007,m2a,,2.32998E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, CM",,4.91886128,m2a,,4.91886E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, CN",,1.12392243,m2a,,1.12392E-15,m2a
Raw,(unspecified),"Occupation, permanent crop, CO",,1.49697566,m2a,,1.49698E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, CR",,3.98821758,m2a,,3.98822E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, CS",,4.59627778,m2a,,4.59628E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, CU",,4.22251506,m2a,,4.22252E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, CV",,1.05945559,m2a,,1.05946E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, CX",,6.54505753,m2a,,6.54506E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, CY",,2.01210952,m2a,,2.01211E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, CZ",,1.88570231,m2a,,1.8857E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, DE",,1.88901227,m2a,,1.88901E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, DJ",,6.81875574,m2a,,6.81876E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, DK",,1.83097207,m2a,,1.83097E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, DM",,2.69209256,m2a,,2.69209E-13,m2a
Raw,(unspecified),"Occupation, permanent crop, DO",,6.61126555,m2a,,6.61127E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, DZ",,1.58502903,m2a,,1.58503E-16,m2a
Raw,(unspecified),"Occupation, permanent crop, EC",,3.07936993,m2a,,3.07937E-14,m2a
Raw,(unspecified),"Occupation, permanent crop, EE",,8.39092737,m2a,,8.39093E-17,m2a
