Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","004","Afghanistan","5610","Import Quantity","01315","Figs","2022","2022","t","23.99","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","004","Afghanistan","5910","Export Quantity","01315","Figs","2022","2022","t","2129.57","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","008","Albania","5610","Import Quantity","01315","Figs","2022","2022","t","2.22","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","008","Albania","5910","Export Quantity","01315","Figs","2022","2022","t","196.92","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","012","Algeria","5910","Export Quantity","01315","Figs","2022","2022","t","68.35","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","032","Argentina","5910","Export Quantity","01315","Figs","2022","2022","t","57.7","A","Official figure",""
"TCL","Crops and livestock products","051","Armenia","5610","Import Quantity","01315","Figs","2022","2022","t","684.86","A","Official figure",""
"TCL","Crops and livestock products","051","Armenia","5910","Export Quantity","01315","Figs","2022","2022","t","473.9","A","Official figure",""
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01315","Figs","2022","2022","t","9524.79","A","Official figure",""
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01315","Figs","2022","2022","t","7740.34","A","Official figure",""
"TCL","Crops and livestock products","044","Bahamas","5610","Import Quantity","01315","Figs","2022","2022","t","1.43","A","Official figure",""
"TCL","Crops and livestock products","048","Bahrain","5610","Import Quantity","01315","Figs","2022","2022","t","774.9","A","Official figure",""
"TCL","Crops and livestock products","048","Bahrain","5910","Export Quantity","01315","Figs","2022","2022","t","14.1","A","Official figure",""
"TCL","Crops and livestock products","050","Bangladesh","5610","Import Quantity","01315","Figs","2022","2022","t","55.99","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","050","Bangladesh","5910","Export Quantity","01315","Figs","2022","2022","t","11.96","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","112","Belarus","5610","Import Quantity","01315","Figs","2022","2022","t","4.47","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","01315","Figs","2022","2022","t","1617.91","A","Official figure",""
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","01315","Figs","2022","2022","t","347.39","A","Official figure",""
"TCL","Crops and livestock products","084","Belize","5610","Import Quantity","01315","Figs","2022","2022","t","0.33","A","Official figure",""
"TCL","Crops and livestock products","204","Benin","5610","Import Quantity","01315","Figs","2022","2022","t","1.87","A","Official figure",""
"TCL","Crops and livestock products","064","Bhutan","5610","Import Quantity","01315","Figs","2022","2022","t","0.01","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","076","Brazil","5610","Import Quantity","01315","Figs","2022","2022","t","0.09","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01315","Figs","2022","2022","t","1565.43","A","Official figure",""
"TCL","Crops and livestock products","096","Brunei Darussalam","5610","Import Quantity","01315","Figs","2022","2022","t","2.55","I","Imputed value",""
"TCL","Crops and livestock products","100","Bulgaria","5610","Import Quantity","01315","Figs","2022","2022","t","1575.18","A","Official figure",""
"TCL","Crops and livestock products","100","Bulgaria","5910","Export Quantity","01315","Figs","2022","2022","t","1286.36","A","Official figure",""
"TCL","Crops and livestock products","854","Burkina Faso","5610","Import Quantity","01315","Figs","2022","2022","t","2","A","Official figure",""
"TCL","Crops and livestock products","108","Burundi","5610","Import Quantity","01315","Figs","2022","2022","t","0.85","A","Official figure",""
"TCL","Crops and livestock products","132","Cabo Verde","5610","Import Quantity","01315","Figs","2022","2022","t","18.51","A","Official figure",""
"TCL","Crops and livestock products","116","Cambodia","5610","Import Quantity","01315","Figs","2022","2022","t","0.09","A","Official figure",""
"TCL","Crops and livestock products","124","Canada","5610","Import Quantity","01315","Figs","2022","2022","t","2001.65","A","Official figure",""
"TCL","Crops and livestock products","152","Chile","5610","Import Quantity","01315","Figs","2022","2022","t","0.46","A","Official figure",""
"TCL","Crops and livestock products","152","Chile","5910","Export Quantity","01315","Figs","2022","2022","t","78.75","A","Official figure",""
"TCL","Crops and livestock products","159","China","5610","Import Quantity","01315","Figs","2022","2022","t","14691.19","A","Official figure",""
"TCL","Crops and livestock products","159","China","5910","Export Quantity","01315","Figs","2022","2022","t","117.89","A","Official figure",""
"TCL","Crops and livestock products","156","China, mainland","5610","Import Quantity","01315","Figs","2022","2022","t","14690.86","A","Official figure",""
"TCL","Crops and livestock products","156","China, mainland","5910","Export Quantity","01315","Figs","2022","2022","t","117.87","A","Official figure",""
"TCL","Crops and livestock products","158","China, Taiwan Province of","5610","Import Quantity","01315","Figs","2022","2022","t","0.33","A","Official figure",""
"TCL","Crops and livestock products","158","China, Taiwan Province of","5910","Export Quantity","01315","Figs","2022","2022","t","0.02","A","Official figure",""
"TCL","Crops and livestock products","170","Colombia","5610","Import Quantity","01315","Figs","2022","2022","t","15.78","A","Official figure",""
"TCL","Crops and livestock products","170","Colombia","5910","Export Quantity","01315","Figs","2022","2022","t","95.42","A","Official figure",""
"TCL","Crops and livestock products","178","Congo","5910","Export Quantity","01315","Figs","2022","2022","t","0.14","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","191","Croatia","5610","Import Quantity","01315","Figs","2022","2022","t","899.18","A","Official figure",""
"TCL","Crops and livestock products","191","Croatia","5910","Export Quantity","01315","Figs","2022","2022","t","48.94","A","Official figure",""
"TCL","Crops and livestock products","203","Czechia","5610","Import Quantity","01315","Figs","2022","2022","t","591.35","A","Official figure",""
"TCL","Crops and livestock products","203","Czechia","5910","Export Quantity","01315","Figs","2022","2022","t","257.58","A","Official figure",""
"TCL","Crops and livestock products","180","Democratic Republic of the Congo","5610","Import Quantity","01315","Figs","2022","2022","t","0.06","X","Figure from international organizations","Estimated data using trading partners database"
