Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"TCL","Crops and livestock products","004","Afghanistan","5610","Import Quantity","01221","Watermelons","2022","2022","t","2878.19","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","004","Afghanistan","5910","Export Quantity","01221","Watermelons","2022","2022","t","2649.16","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","008","Albania","5610","Import Quantity","01221","Watermelons","2022","2022","t","167.58","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","008","Albania","5910","Export Quantity","01221","Watermelons","2022","2022","t","33237.26","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","012","Algeria","5910","Export Quantity","01221","Watermelons","2022","2022","t","127.07","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","024","Angola","5610","Import Quantity","01221","Watermelons","2022","2022","t","0.43","A","Official figure",""
"TCL","Crops and livestock products","024","Angola","5910","Export Quantity","01221","Watermelons","2022","2022","t","6.57","A","Official figure",""
"TCL","Crops and livestock products","028","Antigua and Barbuda","5610","Import Quantity","01221","Watermelons","2022","2022","t","221.84","A","Official figure",""
"TCL","Crops and livestock products","032","Argentina","5610","Import Quantity","01221","Watermelons","2022","2022","t","5960.9","A","Official figure",""
"TCL","Crops and livestock products","032","Argentina","5910","Export Quantity","01221","Watermelons","2022","2022","t","143.28","A","Official figure",""
"TCL","Crops and livestock products","051","Armenia","5610","Import Quantity","01221","Watermelons","2022","2022","t","7839.62","A","Official figure",""
"TCL","Crops and livestock products","051","Armenia","5910","Export Quantity","01221","Watermelons","2022","2022","t","93.34","A","Official figure",""
"TCL","Crops and livestock products","036","Australia","5910","Export Quantity","01221","Watermelons","2022","2022","t","2212.01","A","Official figure",""
"TCL","Crops and livestock products","040","Austria","5610","Import Quantity","01221","Watermelons","2022","2022","t","43364.15","A","Official figure",""
"TCL","Crops and livestock products","040","Austria","5910","Export Quantity","01221","Watermelons","2022","2022","t","10495.82","A","Official figure",""
"TCL","Crops and livestock products","031","Azerbaijan","5610","Import Quantity","01221","Watermelons","2022","2022","t","954.45","A","Official figure",""
"TCL","Crops and livestock products","031","Azerbaijan","5910","Export Quantity","01221","Watermelons","2022","2022","t","14056.03","A","Official figure",""
"TCL","Crops and livestock products","044","Bahamas","5610","Import Quantity","01221","Watermelons","2022","2022","t","1066.48","A","Official figure",""
"TCL","Crops and livestock products","048","Bahrain","5610","Import Quantity","01221","Watermelons","2022","2022","t","25112.12","A","Official figure",""
"TCL","Crops and livestock products","048","Bahrain","5910","Export Quantity","01221","Watermelons","2022","2022","t","16.34","A","Official figure",""
"TCL","Crops and livestock products","050","Bangladesh","5610","Import Quantity","01221","Watermelons","2022","2022","t","13.49","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","052","Barbados","5610","Import Quantity","01221","Watermelons","2022","2022","t","297.4","A","Official figure",""
"TCL","Crops and livestock products","052","Barbados","5910","Export Quantity","01221","Watermelons","2022","2022","t","2.85","A","Official figure",""
"TCL","Crops and livestock products","112","Belarus","5610","Import Quantity","01221","Watermelons","2022","2022","t","25438.51","E","Estimated value",""
"TCL","Crops and livestock products","056","Belgium","5610","Import Quantity","01221","Watermelons","2022","2022","t","33155.71","A","Official figure",""
"TCL","Crops and livestock products","056","Belgium","5910","Export Quantity","01221","Watermelons","2022","2022","t","5493.41","A","Official figure",""
"TCL","Crops and livestock products","204","Benin","5610","Import Quantity","01221","Watermelons","2022","2022","t","1.07","A","Official figure",""
"TCL","Crops and livestock products","064","Bhutan","5610","Import Quantity","01221","Watermelons","2022","2022","t","2031.91","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","068","Bolivia (Plurinational State of)","5610","Import Quantity","01221","Watermelons","2022","2022","t","0","A","Official figure",""
"TCL","Crops and livestock products","070","Bosnia and Herzegovina","5610","Import Quantity","01221","Watermelons","2022","2022","t","14505.66","A","Official figure",""
"TCL","Crops and livestock products","070","Bosnia and Herzegovina","5910","Export Quantity","01221","Watermelons","2022","2022","t","886.07","A","Official figure",""
"TCL","Crops and livestock products","072","Botswana","5610","Import Quantity","01221","Watermelons","2022","2022","t","8.72","A","Official figure",""
"TCL","Crops and livestock products","072","Botswana","5910","Export Quantity","01221","Watermelons","2022","2022","t","0.09","A","Official figure",""
"TCL","Crops and livestock products","076","Brazil","5910","Export Quantity","01221","Watermelons","2022","2022","t","105688.26","A","Official figure",""
"TCL","Crops and livestock products","096","Brunei Darussalam","5610","Import Quantity","01221","Watermelons","2022","2022","t","10321.05","A","Official figure",""
"TCL","Crops and livestock products","100","Bulgaria","5610","Import Quantity","01221","Watermelons","2022","2022","t","50592.09","A","Official figure",""
"TCL","Crops and livestock products","100","Bulgaria","5910","Export Quantity","01221","Watermelons","2022","2022","t","22572.51","A","Official figure",""
"TCL","Crops and livestock products","854","Burkina Faso","5610","Import Quantity","01221","Watermelons","2022","2022","t","4525.86","A","Official figure",""
"TCL","Crops and livestock products","108","Burundi","5610","Import Quantity","01221","Watermelons","2022","2022","t","14.12","A","Official figure",""
"TCL","Crops and livestock products","132","Cabo Verde","5610","Import Quantity","01221","Watermelons","2022","2022","t","254.86","A","Official figure",""
"TCL","Crops and livestock products","116","Cambodia","5610","Import Quantity","01221","Watermelons","2022","2022","t","1.28","A","Official figure",""
"TCL","Crops and livestock products","120","Cameroon","5610","Import Quantity","01221","Watermelons","2022","2022","t","0.37","X","Figure from international organizations","Estimated data using trading partners database"
"TCL","Crops and livestock products","120","Cameroon","5910","Export Quantity","01221","Watermelons","2022","2022","t","1.5","X","Figure from international organizations","Estimated data using trading partners database"
